223	0	adgainai	607	189	66	179	0.972501814365387
223	1	chunzhensuannai	470	258	83	207	0.9026597738265991
224	0	adgainai	608	191	64	174	0.9778047204017639
224	1	chunzhensuannai	484	242	83	225	0.9646227359771729
225	0	adgainai	609	188	64	177	0.9819936156272888
225	1	chunzhensuannai	496	240	83	242	0.9703328609466553
226	0	adgainai	612	194	63	168	0.9934329986572266
226	1	chunzhensuannai	519	250	82	230	0.8885524868965149
227	0	adgainai	615	194	63	165	0.9913397431373596
227	1	chunzhensuannai	539	273	79	206	0.8696907162666321
228	0	adgainai	629	191	54	168	0.9827157258987427
228	1	chunzhensuannai	564	251	77	243	0.7399011254310608
229	0	adgainai	630	189	56	143	0.8692660927772522
229	1	chunzhensuannai	594	265	70	213	0.7187563180923462
230	0	adgainai	628	203	50	76	0.8801760673522949
230	1	chunzhensuannai	609	279	74	174	0.829928994178772
231	0	adgainai	624	192	41	70	0.7520665526390076
231	1	chunzhensuannai	613	223	75	280	0.7264575958251953
232	0	adgainai	609	192	53	125	0.780798614025116
232	1	chunzhensuannai	633	280	74	213	0.7588664293289185
233	0	adgainai	613	190	54	177	0.9327200651168823
233	1	chunzhensuannai	644	273	68	224	0.874085545539856
234	0	adgainai	597	187	65	171	0.9441126585006714
234	1	chunzhensuannai	642	267	72	211	0.8638653755187988
235	0	adgainai	601	197	66	156	0.9729169607162476
235	1	chunzhensuannai	666	289	74	148	0.839309811592102
236	0	adgainai	601	189	62	166	0.9713908433914185
236	1	chunzhensuannai	682	278	74	184	0.8600759506225586
237	0	adgainai	600	195	66	162	0.9589367508888245
237	1	chunzhensuannai	693	261	75	180	0.9418959021568298
238	0	adgainai	602	194	67	156	0.9798347353935242
238	1	chunzhensuannai	703	261	76	168	0.7817211747169495
239	0	adgainai	599	190	65	169	0.9847525954246521
240	0	adgainai	590	186	63	163	0.9968186616897583
240	1	chunzhensuannai	720	230	73	189	0.7876316905021667
241	0	adgainai	582	184	63	169	0.9823182821273804
241	1	chunzhensuannai	720	221	77	223	0.8776291012763977
242	0	adgainai	563	195	65	157	0.978331446647644
242	1	chunzhensuannai	709	228	76	188	0.8193464279174805
243	0	adgainai	554	199	66	166	0.9866907596588135
243	1	chunzhensuannai	708	228	73	187	0.8960424661636353
244	0	adgainai	550	203	63	162	0.996249258518219
244	1	chunzhensuannai	713	218	73	216	0.8852555155754089
245	0	adgainai	535	201	66	168	0.9916821718215942
245	1	chunzhensuannai	704	219	78	176	0.7309772372245789
246	0	adgainai	529	204	63	164	0.9900404810905457
246	1	chunzhensuannai	702	203	78	212	0.7665861248970032
247	0	adgainai	530	202	64	156	0.9883175492286682
247	1	chunzhensuannai	712	199	76	189	0.9088890552520752
248	0	adgainai	525	203	60	157	0.9950528740882874
248	1	chunzhensuannai	712	194	74	184	0.710294246673584
249	0	adgainai	521	203	64	142	0.9951232075691223
249	1	chunzhensuannai	723	175	63	172	0.9139946103096008
250	0	adgainai	520	203	64	137	0.9964975714683533
250	1	chunzhensuannai	722	177	64	172	0.9460452795028687
251	0	adgainai	520	204	63	155	0.997305154800415
251	1	chunzhensuannai	720	165	64	172	0.890397846698761
252	0	adgainai	511	193	64	174	0.9907417893409729
252	1	chunzhensuannai	710	149	66	219	0.9480896592140198
253	0	adgainai	503	204	67	166	0.9899876713752747
253	1	chunzhensuannai	706	153	65	187	0.9430364370346069
254	0	adgainai	500	202	69	175	0.9849511384963989
254	1	chunzhensuannai	705	147	65	209	0.9455406665802002
255	0	adgainai	501	213	71	180	0.9617650508880615
255	1	chunzhensuannai	711	158	60	169	0.8732618093490601
256	0	adgainai	503	229	69	170	0.9893298745155334
256	1	chunzhensuannai	712	144	66	214	0.8595497608184814
257	0	adgainai	530	227	70	175	0.9876046180725098
257	1	chunzhensuannai	741	158	67	163	0.9248152375221252
258	0	adgainai	519	232	71	171	0.9840214848518372
258	1	chunzhensuannai	734	160	60	151	0.9209110140800476
259	0	adgainai	527	228	69	181	0.9897142052650452
259	1	chunzhensuannai	739	170	64	140	0.7743268609046936
260	0	adgainai	548	250	71	177	0.9826722145080566
260	1	chunzhensuannai	757	162	68	186	0.7297609448432922
261	0	adgainai	576	252	68	185	0.9572150707244873
261	1	chunzhensuannai	771	180	78	181	0.7490445971488953
262	0	adgainai	598	260	78	189	0.9099957346916199
263	0	adgainai	626	278	71	182	0.9715933799743652
264	0	adgainai	657	281	70	172	0.9509509205818176
265	0	adgainai	681	280	78	185	0.9789264798164368
266	0	adgainai	709	292	77	184	0.9808734059333801
267	0	adgainai	729	314	74	182	0.9132333397865295
268	0	adgainai	749	323	75	183	0.9464752078056335
269	0	adgainai	761	322	81	185	0.8912190198898315
269	1	chunzhensuannai	832	157	82	161	0.7244135141372681
270	0	adgainai	755	333	90	180	0.734035074710846
270	1	chunzhensuannai	815	168	86	150	0.810108482837677
271	0	adgainai	738	321	83	183	0.9242466688156128
272	0	adgainai	694	309	77	184	0.9406868815422058
273	0	adgainai	645	295	75	173	0.9710065126419067
273	1	chunzhensuannai	647	136	58	120	0.7139737606048584
274	0	adgainai	634	284	76	175	0.9719586968421936
274	1	chunzhensuannai	625	135	57	114	0.8301668763160706
275	0	adgainai	619	267	72	180	0.9745150208473206
275	1	chunzhensuannai	590	135	55	114	0.8362882137298584
276	0	adgainai	617	272	70	178	0.964438259601593
276	1	chunzhensuannai	574	130	52	124	0.7501233220100403
277	0	adgainai	614	262	66	179	0.9790157079696655
278	0	adgainai	606	266	75	169	0.9939988851547241
278	1	chunzhensuannai	528	111	54	216	0.901221752166748
279	0	adgainai	613	264	71	156	0.9876313805580139
279	1	chunzhensuannai	509	116	58	219	0.9101084470748901
650	0	binghongcha250ml	647	391	130	199	0.9891519546508789
650	1	chunzhensuannai	654	186	92	225	0.9965818524360657
651	0	binghongcha250ml	642	375	123	204	0.9943828582763672
651	1	chunzhensuannai	639	174	89	233	0.9981774091720581
652	0	binghongcha250ml	668	371	120	189	0.9919079542160034
652	1	chunzhensuannai	651	175	90	229	0.9973227381706238
653	0	binghongcha250ml	699	370	123	187	0.9929064512252808
653	1	chunzhensuannai	683	180	88	222	0.9962159991264343
654	0	binghongcha250ml	702	369	124	189	0.9942945837974548
654	1	chunzhensuannai	681	173	93	232	0.9964727759361267
655	0	binghongcha250ml	705	376	134	187	0.9950396418571472
655	1	chunzhensuannai	682	176	94	233	0.9956592917442322
656	0	binghongcha250ml	735	391	146	186	0.9924066662788391
656	1	chunzhensuannai	706	196	93	218	0.9971515536308289
657	0	binghongcha250ml	796	409	161	192	0.9931361675262451
657	1	chunzhensuannai	745	194	110	240	0.9920138716697693
658	0	binghongcha250ml	824	411	167	203	0.9857017993927002
658	1	chunzhensuannai	766	197	99	231	0.9908415079116821
659	0	binghongcha250ml	832	412	171	191	0.9904721975326538
659	1	chunzhensuannai	750	200	97	242	0.9891040325164795
660	0	binghongcha250ml	856	408	174	190	0.9904325604438782
660	1	chunzhensuannai	768	203	95	233	0.9974159002304077
661	0	binghongcha250ml	876	381	152	207	0.9783926010131836
661	1	chunzhensuannai	758	206	102	224	0.9923949241638184
662	0	binghongcha250ml	913	365	149	203	0.9859939813613892
662	1	chunzhensuannai	771	194	103	235	0.9914382696151733
663	0	binghongcha250ml	923	344	140	203	0.9906790852546692
663	1	chunzhensuannai	772	198	102	219	0.9929393529891968
664	0	binghongcha250ml	941	334	136	196	0.992032527923584
664	1	chunzhensuannai	773	197	104	214	0.9795951247215271
665	0	binghongcha250ml	944	330	134	189	0.995118260383606
